問題番号,問題文,難易度,カテゴリ,正解,解説,法令参照
69,"Phương tiện hạng nhẹ sử dụng động cơ không được vượt quá chiều dài 4 m, chiều rộng 2 m và chiều cao 3 m.",Nâng cao,Quy tắc cơ bản,〇,"Điều 1-2-3 khoản 1 quy định kích thước của phương tiện không được vượt quá dài 4 m, rộng 2 m, cao 3 m.",Quy định thi hành Luật Giao thông Đường bộ Điều 1-2-3: Giới hạn kích thước của xe hạng nhẹ sử dụng động cơ.
70,"Đối với phương tiện hạng nhẹ sử dụng động cơ, khi người lái rời khỏi xe thì động cơ không được tiếp tục hoạt động.",Nâng cao,Hành vi nguy hiểm,✕,Điều này cũng quy định khi người điều khiển rời khỏi phương tiện thì động cơ phải tự dừng hoạt động.,Quy định thi hành Luật Giao thông Đường bộ Điều 1-2-3: Yêu cầu động cơ phải tự dừng khi người điều khiển rời khỏi xe.
71,"Đối với xe đạp từ bốn bánh trở lên được coi là người đi bộ khi dắt bộ, kích thước không được vượt quá chiều dài 190 cm và chiều rộng 60 cm.",Nâng cao,Quy tắc cơ bản,〇,"Điều 1-8 quy định xe đạp từ bốn bánh trở lên được người dắt bộ chỉ được coi là người đi bộ nếu xe không vượt quá dài 190 cm, rộng 60 cm.","Quy định thi hành Luật Giao thông Đường bộ Điều 1-8: Kích thước của phương tiện (xe đạp từ bốn bánh trở lên, v.v.) được xem là người đi bộ khi dắt bộ."
72,"Xe di chuyển cỡ nhỏ không được vượt quá chiều dài 120 cm, chiều rộng 70 cm và chiều cao 120 cm (không tính tựa đầu).",Nâng cao,Quy tắc cơ bản,〇,Điều 1-4 khoản 1 quy định giới hạn kích thước tối đa của phương tiện di chuyển cỡ nhỏ.,Quy định thi hành Luật Giao thông Đường bộ Điều 1-4: Giới hạn kích thước của xe cỡ nhỏ dùng để di chuyển (ví dụ: xe điện dành cho người già).
73,"Xe dành cho người khuyết tật sử dụng động cơ cũng không được vượt quá chiều dài 120 cm, chiều rộng 70 cm và chiều cao 120 cm (không tính tựa đầu).",Nâng cao,Quy tắc cơ bản,〇,Điều 1-5 khoản 1 quy định xe dành cho người khuyết tật có động cơ cũng phải tuân theo giới hạn kích thước như phương tiện di chuyển cỡ nhỏ.,Quy định thi hành Luật Giao thông Đường bộ Điều 1-5: Giới hạn kích thước của xe sử dụng động cơ dành cho người khuyết tật.
74,Xe dành cho người khuyết tật sử dụng động cơ phải có hình dáng bên ngoài dễ phân biệt với ô tô hoặc xe gắn máy.,Nâng cao,Quy tắc cơ bản,〇,Điều 1-5 khoản 2 quy định xe dành cho người khuyết tật có động cơ phải có hình dáng bên ngoài dễ phân biệt với ô tô hoặc xe gắn máy.,Quy định thi hành Luật Giao thông Đường bộ Điều 1-5: Xe sử dụng động cơ dành cho người khuyết tật phải có hình thức bên ngoài dễ phân biệt với ô tô hoặc xe gắn máy.
75,"Tiêu chuẩn mũ bảo hiểm bao gồm tầm nhìn, khả năng hấp thụ va đập, độ chắc chắn của quai mũ và trọng lượng không quá 2 kg.",Nâng cao,Hành vi nguy hiểm,〇,"Điều 9-5 quy định tiêu chuẩn mũ bảo hiểm gồm: tầm nhìn, khả năng nghe, khả năng hấp thụ va đập, chống đâm xuyên, độ chắc của quai mũ và trọng lượng không quá 2 kg. Những tiêu chí này cũng quan trọng khi chọn mũ bảo hiểm xe đạp.","Quy định thi hành Luật Giao thông Đường bộ Điều 9-5: Một số tiêu chuẩn của mũ bảo hiểm (tầm nhìn, khả năng cố định, trọng lượng, v.v.). Đây cũng là tiêu chí tham khảo khi chọn mũ bảo hiểm xe đạp."
76,Xe có thể tự chạy chỉ bằng động cơ mà không cần đạp không được xem là xe đạp trợ lực điện theo Điều 1-3 của Quy định thi hành Luật Giao thông đường bộ.,Nâng cao,Quy tắc cơ bản,✕,Điều 1-3 chỉ áp dụng đối với động cơ điện hỗ trợ lực đạp của người lái; phương tiện có thể tự chạy chỉ bằng động cơ không được coi là xe đạp mà được xếp vào xe gắn máy hoặc loại phương tiện khác.,"Quy định thi hành Luật Giao thông Đường bộ Điều 1-3: Quy định tiêu chuẩn động cơ để được công nhận là xe đạp trợ lực điện (phải là động cơ điện, không gây ảnh hưởng đến việc lái xe an toàn, v.v.)."
78,"Đối với xe đạp trợ lực điện, khi tốc độ dưới 10 km/h, tỷ lệ trợ lực tối đa là lực người : lực động cơ = 1 : 2.",Nâng cao,Quy tắc cơ bản,〇,"Theo Điều 1-3, ở tốc độ dưới 10 km/h, tỷ lệ trợ lực tối đa là 1:2 (1 phần sức người : 2 phần động cơ); vượt quá mức này sẽ không còn được coi là xe đạp theo pháp luật.",Quy định thi hành Luật Giao thông Đường bộ Điều 1-3: Quy định mối quan hệ giữa tỷ lệ trợ lực (sức người và động cơ) với tốc độ của xe đạp trợ lực điện.
79,Xe đạp trợ lực điện có cấu tạo cho phép dễ dàng thay đổi tỷ lệ trợ lực hoặc giới hạn tốc độ có thể không đáp ứng yêu cầu “không dễ sửa đổi”.,Nâng cao,Hành vi nguy hiểm,〇,Xe đạp trợ lực điện có cấu tạo dễ dàng thay đổi tỷ lệ trợ lực hoặc giới hạn tốc độ sẽ không đáp ứng yêu cầu về “không dễ cải tạo” và có thể bị xếp vào xe gắn máy.,Quy định thi hành Luật Giao thông Đường bộ Điều 1-3: Động cơ của xe đạp trợ lực điện phải có cấu tạo không dễ bị cải tạo để vượt quá tiêu chuẩn quy định.
80,"Tiêu chuẩn đối với phanh xe đạp không chỉ là có phanh, mà còn phải đáp ứng các tiêu chuẩn về hiệu suất theo quy định.",Nâng cao,Quy tắc cơ bản,〇,Điều này quy định cụ thể tiêu chuẩn về hiệu suất phanh; phương tiện không đạt tiêu chuẩn có thể bị coi là vi phạm pháp luật.,Quy định thi hành Luật Giao thông Đường bộ Điều 9-3: Quy định cụ thể về tiêu chuẩn hiệu suất của hệ thống phanh xe đạp (ví dụ: quãng đường phanh).
81,Nếu xe đạp được trang bị thiết bị phản quang đạt tiêu chuẩn thì tại một số địa phương có thể không cần lắp đèn hậu.,Nâng cao,Quy tắc cơ bản,〇,"Tại nhiều địa phương, nếu xe có tấm phản quang đạt tiêu chuẩn thì có thể không cần đèn hậu; tuy nhiên vẫn khuyến khích sử dụng cả hai để bảo đảm an toàn.",Luật Giao thông Đường bộ Điều 63-9 Khoản 2 và Quy định thi hành Điều 9-4: Xe đạp có thể sử dụng gương phản quang đạt tiêu chuẩn thay cho đèn hậu.
82,Thiết bị phản quang phải được gắn trên xe đạp; vật liệu phản quang trên quần áo của người lái không được coi là thay thế.,Nâng cao,Hành vi nguy hiểm,〇,"Theo quy định, tấm phản quang phải được gắn trên chính xe đạp; chỉ có vật liệu phản quang trên quần áo của người lái thì không được coi là thay thế.",Quy định thi hành Luật Giao thông Đường bộ Điều 9-4: Gương phản quang phải được gắn trên xe đạp; vật liệu phản quang trên quần áo hoặc cơ thể không được coi là thay thế.
83,Quy định giới hạn kích thước xe đạp được phép đi vào làn đường dành cho xe đạp; xe vượt quá kích thước không được phép đi vào.,Nâng cao,Quy tắc cơ bản,〇,Điều này quy định giới hạn kích thước của xe đạp nhằm bảo đảm an toàn khi lưu thông trên làn đường dành cho xe đạp.,"Quy định thi hành Luật Giao thông Đường bộ Điều 5-6: Quy định giới hạn kích thước (chiều dài, chiều rộng, chiều cao) của xe đạp được phép đi trên làn đường dành cho xe đạp."
84,Xe đạp bốn bánh có chiều rộng vượt quá tiêu chuẩn sẽ không được phép đi trên làn đường dành cho xe đạp.,Nâng cao,Quy tắc cơ bản,〇,Xe vượt quá giới hạn kích thước tại Điều 5-6 không được phép đi trên làn đường dành cho xe đạp.,Quy định thi hành Luật Giao thông Đường bộ Điều 5-6: Chỉ những xe đạp thông thường có kích thước trong giới hạn quy định mới được đi trên làn đường dành cho xe đạp.
85,"Người dắt xe đạp qua vạch qua đường được coi là người đi bộ, vì vậy ô tô phải dừng nhường đường theo Điều 38 của Luật Giao thông đường bộ.",Nâng cao,Quy tắc cơ bản,〇,Người dắt xe đạp được coi là người đi bộ và được bảo vệ như người đi bộ khi băng qua vạch qua đường.,"Luật Giao thông Đường bộ Điều 38 và Điều 2 Khoản 3: Khi dắt xe đạp qua vạch qua đường với tư cách người đi bộ, các phương tiện khác có nghĩa vụ dừng nhường đường theo quy định."
86,Việc sử dụng xe đạp an toàn và bảo đảm chỗ đỗ xe không chỉ được quy định trong Luật Giao thông đường bộ mà còn trong Luật về xe đạp.,Nâng cao,Quy tắc cơ bản,〇,Luật về xe đạp đóng vai trò là luật cơ bản nhằm thúc đẩy việc sử dụng xe đạp an toàn và quản lý bãi đỗ xe đạp.,"Luật về Thúc đẩy sử dụng an toàn xe đạp và Tổng hợp các biện pháp đối với bãi đỗ xe đạp Điều 1 và các điều liên quan: Luật nhằm thúc đẩy việc sử dụng xe đạp an toàn và giải quyết vấn đề bãi đỗ xe (thường gọi là ""Luật Xe đạp"")."
87,Quy định cấm lái xe trong khi nghe nhạc khiến không thể nghe được âm thanh giao thông cần thiết để lái xe an toàn.,Nâng cao,Hành vi nguy hiểm,〇,Điều này cấm điều khiển phương tiện trong khi nghe nhạc bằng thiết bị phát nhạc cá nhân nếu khiến người lái không nghe được âm thanh cần thiết để lái xe an toàn.,Quy định thi hành Luật Giao thông Đường bộ Điều 9-5: Cấm lái xe khi nghe nhạc bằng thiết bị phát nhạc cá nhân khiến không thể nghe được âm thanh giao thông xung quanh cần thiết cho việc lái xe an toàn.
88,"Nghĩa vụ trang bị thiết bị phản quang hoặc đèn hậu chủ yếu áp dụng vào ban đêm, nhưng trong các trường hợp như đi qua đường hầm thì ban ngày cũng có thể cần thiết.",Nâng cao,Quy tắc cơ bản,〇,"Ngoài ban đêm, khi đi qua hầm hoặc trong các trường hợp nhất định vẫn có nghĩa vụ bật đèn; vì an toàn, nên luôn trang bị đầy đủ đèn và phản quang.","Luật Giao thông Đường bộ Điều 52 và Điều 63-9 Khoản 2: Nghĩa vụ về gương phản quang và đèn hậu chủ yếu áp dụng khi đi ban đêm, nhưng vì an toàn nên vẫn khuyến khích trang bị cả ban ngày."
89,"Xe đạp không được băng qua đường nếu có nguy cơ cản trở giao thông của người đi bộ hoặc các phương tiện khác, dù có hay không có vạch sang đường dành cho xe đạp.",Nâng cao,Hành vi nguy hiểm,〇,"Theo Điều 25-2 và Điều 63-7 của Luật Giao thông đường bộ, cấm băng qua đường nếu gây cản trở sự an toàn của các phương tiện khác.",Luật Giao thông Đường bộ Điều 63-7 và Điều 25-2: Quy định về cách băng qua đường tại vạch qua đường hoặc vạch dành cho xe đạp và cấm cản trở giao thông của người khác.
90,Liên tục nhìn vào màn hình điện thoại khi đang đi xe đạp có thể bị coi là vi phạm nghĩa vụ lái xe an toàn.,Nâng cao,Hành vi nguy hiểm,〇,"Việc không chú ý quan sát phía trước, như liên tục nhìn màn hình điện thoại khi đang lái xe, là hành vi bị xử lý tại nhiều địa phương.",Luật Giao thông Đường bộ Điều 70: Việc nhìn chằm chằm vào màn hình điện thoại khi đang đi xe đạp có thể bị coi là vi phạm nghĩa vụ lái xe an toàn.
91,Xe đạp bắt buộc phải được trang bị chuông theo Quy định thi hành Luật Giao thông đường bộ.,Nâng cao,Quy tắc cơ bản,〇,"Điều 9-1 của Quy định thi hành quy định xe đạp phải được trang bị chuông, tương tự như các phương tiện khác.",Quy định thi hành Luật Giao thông Đường bộ Điều 9-1: Xe đạp bắt buộc phải được trang bị chuông.
92,Không được tùy tiện bấm chuông chỉ để đuổi người đi bộ tránh đường.,Nâng cao,Hành vi nguy hiểm,〇,Điều 54 quy định chỉ được sử dụng chuông khi cần thiết; không được lạm dụng chuông để ép người đi bộ tránh đường.,Luật Giao thông Đường bộ Điều 54: Chuông chỉ được sử dụng khi cần thiết; không được lạm dụng để ép người đi bộ tránh đường.
93,"Hiện nay, tất cả người sử dụng xe đạp đều có nghĩa vụ cố gắng đội mũ bảo hiểm.",Nâng cao,Quy tắc cơ bản,〇,"Theo Luật Giao thông đường bộ đã sửa đổi, tất cả người đi xe đạp đều có nghĩa vụ cố gắng đội mũ bảo hiểm.",Luật Giao thông Đường bộ Điều 63-11 (sửa đổi): Tất cả người sử dụng xe đạp đều có nghĩa vụ cố gắng đội mũ bảo hiểm.
94,Quy định cấm lái xe khi có nồng độ cồn hoặc say rượu cũng áp dụng đối với xe đạp.,Nâng cao,Hình phạt và trách nhiệm,〇,Điều 65 quy định không ai được điều khiển phương tiện khi có nồng độ cồn; quy định này cũng áp dụng đối với xe đạp.,Luật Giao thông Đường bộ Điều 65: Quy định cấm lái xe trong tình trạng say rượu hoặc có nồng độ cồn cũng áp dụng đối với xe đạp.
95,Điều khiển xe đạp không có phanh (xe fixed gear không phanh) trên đường có thể bị xử phạt vì xe không đạt tiêu chuẩn an toàn.,Nâng cao,Hình phạt và trách nhiệm,〇,Xe không đáp ứng yêu cầu tại Điều 63-9 (ví dụ không có phanh) có thể bị xử lý vì vi phạm Luật Giao thông đường bộ.,Luật Giao thông Đường bộ Điều 63-9 và Điều 120: Lưu thông bằng xe đạp không có phanh là vi phạm pháp luật và có thể bị xử phạt.
96,"Người đi xe đạp phải chạy với tốc độ an toàn phù hợp với điều kiện đường sá và giao thông, không chỉ tuân thủ biển báo tốc độ tối đa.",Nâng cao,Hành vi nguy hiểm,〇,"Theo Điều 22 và Điều 70 của Luật Giao thông đường bộ, người đi xe đạp phải điều chỉnh tốc độ phù hợp với điều kiện đường sá và giao thông, không chỉ tuân thủ giới hạn tốc độ tối đa.",Luật Giao thông Đường bộ Điều 22 và Điều 70: Người đi xe đạp không chỉ phải tuân thủ giới hạn tốc độ mà còn phải chạy với tốc độ an toàn phù hợp với điều kiện giao thông và mặt đường.
,,,,,,
